ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,latitude,longitude
LRCV,medium_airport,Craiova Airport,626.0,EU,RO,RO-DJ,Craiova,LRCV,CRA,,44.3181,23.888599
LRIA,medium_airport,Iaşi Airport,411.0,EU,RO,RO-IS,Iaşi,LRIA,IAS,,47.180278,27.620833
LROD,medium_airport,Oradea International Airport,465.0,EU,RO,RO-BH,Oradea,LROD,OMR,,47.025299072265625,21.90250015258789
LROP,large_airport,Henri Coandă International Airport,314.0,EU,RO,RO-IF,Bucharest,LROP,OTP,,44.571111,26.085
LROV,medium_airport,Brașov-Ghimbav International Airport (U.C.),1740.0,EU,RO,RO-BV,Brașov (Ghimbav),LRBV,GHV,,45.70558,25.522871
LRSB,medium_airport,Sibiu International Airport,1496.0,EU,RO,RO-SB,Sibiu,LRSB,SBZ,,45.78559875488281,24.091299057006836
LRSM,medium_airport,Satu Mare Airport,405.0,EU,RO,RO-SM,Satu Mare,LRSM,SUJ,,47.70330047607422,22.885700225830078
LRSV,medium_airport,Suceava Stefan cel Mare Airport,1375.0,EU,RO,RO-SV,Suceava,LRSV,SCV,,47.6875,26.35409927368164
LRTC,medium_airport,Tulcea Danube Delta Airport,200.0,EU,RO,RO-TL,Tulcea,LRTC,TCE,,45.0625,28.7143
LRTM,medium_airport,Transilvania Târgu Mureş International Airport,963.0,EU,RO,RO-MS,Târgu Mureş,LRTM,TGM,,46.46770095825195,24.412500381469727
LRTR,medium_airport,Timişoara Traian Vuia Airport,348.0,EU,RO,RO-TM,Timişoara,LRTR,TSR,,45.809898376464844,21.337900161743164
LSGC,medium_airport,Les Eplatures Airport,3368.0,EU,CH,CH-NE,La Chaux-de-Fonds,LSGC,,,47.083900451699996,6.792840003970001
LSGG,large_airport,Geneva Cointrin International Airport,1411.0,EU,CH,CH-GE,Geneva,LSGG,GVA,,46.23809814453125,6.108950138092041
LSGS,medium_airport,Sion Airport,1582.0,EU,CH,CH-VS,Sion,LSGS,SIR,,46.219166,7.326944
LSMA,medium_airport,Alpnach Air Base,1460.0,EU,CH,CH-OW,Alpnach,LSMA,,,46.943901,8.28417
LSMD,medium_airport,Dübendorf Air Base,1470.0,EU,CH,CH-ZH,Zurich,LSMD,,,47.398601532,8.648229599
LSME,medium_airport,Emmen Air Base,1400.0,EU,CH,CH-LU,,LSME,EML,,47.092444,8.305184
LSMP,medium_airport,Payerne Air Base,1465.0,EU,CH,CH-FR,,LSMP,,,46.8432,6.91506004333
LSZA,medium_airport,Lugano Airport,915.0,EU,CH,CH-TI,Lugano,LSZA,LUG,,46.00429916379999,8.9105796814
LSZB,medium_airport,Bern-Belp Airport,1671.0,EU,CH,CH-BE,Bern-Belp,LSZB,BRN,,46.913419,7.499747
LSZG,medium_airport,Grenchen Airport,1411.0,EU,CH,CH-SO,Grenchen,LSZG,,,47.181599,7.41719
LSZH,large_airport,Zürich Airport,1417.0,EU,CH,CH-ZH,Zurich,LSZH,ZRH,,47.458056,8.548056
LSZR,medium_airport,St Gallen Altenrhein Airport,1306.0,EU,CH,CH-SG,Altenrhein,LSZR,ACH,,47.485001,9.56077
LSZS,medium_airport,Samedan Airport,5600.0,EU,CH,CH-GR,,LSZS,SMV,,46.53409957885742,9.884110450744629
LTAC,large_airport,Esenboğa International Airport,3125.0,AS,TR,TR-06,Ankara,LTAC,ESB,,40.128101348899996,32.995098114
LTAD,medium_airport,Etimesgut Air Base,2653.0,AS,TR,TR-06,Ankara,LTAD,ANK,,39.949798584,32.6885986328
LTAE,medium_airport,Akıncı Air Base,2767.0,AS,TR,TR-06,Ankara,LTAE,,,40.078899383499994,32.5656013489
LTAF,medium_airport,Adana Şakirpaşa Airport,65.0,AS,TR,TR-01,Seyhan,LTAF,ADA,,36.982201,35.280399
LTAG,medium_airport,İncirlik Air Base,238.0,AS,TR,TR-01,Sarıçam,LTAG,UAB,,37.002102,35.4259
LTAH,medium_airport,Afyon Air Base,3310.0,AS,TR,TR-03,Afyonkarahisar,LTAH,AFY,,38.726398,30.601101
LTAI,large_airport,Antalya International Airport,177.0,AS,TR,TR-07,Antalya,LTAI,AYT,,36.898701,30.800501
LTAJ,medium_airport,Gaziantep International Airport,2315.0,AS,TR,TR-27,Gaziantep,LTAJ,GZT,,36.947201,37.478699
LTAL,medium_airport,Kastamonu Airport,3520.0,AS,TR,TR-37,Kastamonu,LTAL,KFS,,41.314201,33.795799
LTAN,medium_airport,Konya Airport,3392.0,AS,TR,TR-42,Konya,LTAN,KYA,,37.979,32.561901
LTAS,medium_airport,Zonguldak Çaycuma Airport,44.0,AS,TR,TR-67,Zonguldak,LTAS,ONQ,,41.506401,32.0886
LTAT,medium_airport,Malatya Erhaç Airport,2828.0,AS,TR,TR-44,Malatya,LTAT,MLX,,38.435298919699996,38.0909996033
LTAU,medium_airport,Kayseri Erkilet Airport,3463.0,AS,TR,TR-38,Kayseri,LTAU,ASR,,38.770401001,35.4953994751
LTAV,medium_airport,Sivrihisar Airport,3185.0,AS,TR,TR-26,Sivrihisar,LTAV,,,39.451499938964844,31.365299224853516
LTAW,medium_airport,Tokat Airport,1831.0,AS,TR,TR-60,Tokat,LTAW,TJK,,40.307430267333984,36.367408752441406
LTAY,medium_airport,Çardak Airport,2795.0,AS,TR,TR-20,Denizli,LTAY,DNZ,,37.7855987549,29.7012996674
LTBA,large_airport,İstanbul Atatürk Airport,163.0,EU,TR,TR-34,"Bakırköy, Istanbul",LTBA,ISL,,40.971913,28.823714
LTBF,medium_airport,Balıkesir Merkez Airport,340.0,AS,TR,TR-10,,LTBF,BZI,,39.619300842285156,27.926000595092773
LTBG,medium_airport,Bandırma Airport,170.0,AS,TR,TR-10,Bandırma,LTBG,BDM,,40.318001,27.977699
LTBH,medium_airport,Çanakkale Airport,23.0,AS,TR,TR-17,Çanakkale,LTBH,CKZ,,40.1376991272,26.4267997742
LTBI,medium_airport,Eskişehir Air Base,2581.0,AS,TR,TR-26,,LTBI,ESK,,39.7840995789,30.582099914599997
LTBJ,large_airport,Adnan Menderes International Airport,412.0,AS,TR,TR-35,İzmir,LTBJ,ADB,,38.2924,27.157
LTBL,medium_airport,Çiğli Airport,16.0,AS,TR,TR-35,Kaklıç Mahallesi,LTBL,IGL,,38.513,27.010099
LTBQ,medium_airport,Cengiz Topel Airport,182.0,AS,TR,TR-41,Kartepe,LTBQ,KCO,,40.735001,30.0833
LTBR,medium_airport,Bursa Yenişehir Airport,764.0,AS,TR,TR-16,Bursa,LTBR,YEI,,40.2551994324,29.5625991821
LTBS,large_airport,Dalaman International Airport,20.0,AS,TR,TR-48,Dalaman,LTBS,DLM,,36.7131004333,28.7924995422
LTBT,medium_airport,Akhisar Airport,263.0,AS,TR,TR-45,,LTBT,,,38.80889892578125,27.833900451660156
LTBU,medium_airport,Tekirdağ Çorlu Airport,574.0,EU,TR,TR-59,Çorlu,LTBU,TEQ,,41.13819885253906,27.919099807739258
LTBX,medium_airport,İstanbul Samandıra Army Air Base,400.0,AS,TR,TR-34,"Ümraniye, Istanbul",LTBX,,,40.993,29.216499
LTBY,medium_airport,Anadolu Airport,2588.0,AS,TR,TR-26,Eskişehir,LTBY,AOE,,39.809898,30.5194
LTCA,medium_airport,Elazığ Airport,2927.0,AS,TR,TR-23,Elazığ,LTCA,EZS,,38.597974,39.28348
LTCB,medium_airport,Ordu–Giresun Airport,11.0,AS,TR,TR-52,Ordu,LTCB,OGU,OGU,40.966872,38.085995
LTCC,medium_airport,Diyarbakır Airport,2251.0,AS,TR,TR-21,Diyarbakır,LTCC,DIY,,37.893902,40.201
LTCD,medium_airport,Erzincan Airport,3783.0,AS,TR,TR-24,Erzincan,LTCD,ERC,,39.7102012634,39.527000427199994
LTCE,medium_airport,Erzurum International Airport,5763.0,AS,TR,TR-25,Erzurum,LTCE,ERZ,,39.956501,41.1702
LTCF,medium_airport,Kars Airport,5889.0,AS,TR,TR-36,Kars,LTCF,KSY,,40.562198638916016,43.1150016784668
LTCG,medium_airport,Trabzon International Airport,104.0,AS,TR,TR-61,Trabzon,LTCG,TZX,,40.995098,39.7897
LTCI,medium_airport,Van Ferit Melen Airport,5480.0,AS,TR,TR-65,Van,LTCI,VAN,,38.46820068359375,43.332298278808594
LTCJ,medium_airport,Batman Airport,1822.0,AS,TR,TR-72,Batman,LTCJ,BAL,,37.929000854499996,41.1166000366
LTCK,medium_airport,Muş Airport,4157.0,AS,TR,TR-49,Muş,LTCK,MSR,,38.747798919677734,41.66120147705078
LTCL,medium_airport,Siirt Airport,2001.0,AS,TR,TR-56,Siirt,LTCL,SXZ,,37.97890090942383,41.84040069580078
LTCM,medium_airport,Sinop Airport,20.0,AS,TR,TR-57,Sinop,LTCM,NOP,,42.018313,35.071774
LTCN,medium_airport,Kahramanmaraş Airport,1723.0,AS,TR,TR-46,Kahramanmaraş,LTCN,KCM,,37.5388259888,36.9535217285
LTCO,medium_airport,Ağrı Airport,5462.0,AS,TR,TR-04,Ağrı,LTCO,AJI,,39.655642,43.025742
LTCP,medium_airport,Adıyaman Airport,2216.0,AS,TR,TR-02,Adıyaman,LTCP,ADF,,37.7314,38.468899
LTCR,medium_airport,Mardin Airport,1729.0,AS,TR,TR-47,Mardin,LTCR,MQM,,37.223300933800004,40.6316986084
LTCS,medium_airport,Şanlıurfa GAP Airport,2708.0,AS,TR,TR-63,Şanlıurfa,LTCS,GNY,,37.445663,38.895592
LTCT,medium_airport,Iğdır Airport,3101.0,AS,TR,TR-76,Iğdır,LTCT,IGD,,39.976627,43.876648
LTCV,medium_airport,Şırnak Şerafettin Elçi Airport,2038.0,AS,TR,TR-73,Şırnak,LTCV,NKT,,37.3647,42.0582
LTCW,medium_airport,Hakkari Yüksekova Airport,6400.0,AS,TR,TR-30,Hakkari,LTCW,YKO,,37.5497,44.2381
LTDA,medium_airport,Hatay Airport,269.0,AS,TR,TR-31,Antakya,LTDA,HTY,,36.362778,36.282223
LTFC,medium_airport,Süleyman Demirel International Airport,2835.0,AS,TR,TR-32,Isparta,LTFC,ISE,,37.8554,30.368401
LTFD,medium_airport,Balıkesir Koca Seyit Airport,50.0,AS,TR,TR-10,Edremit,LTFD,EDO,,39.5546,27.0138
LTFE,large_airport,Milas Bodrum International Airport,21.0,AS,TR,TR-48,Bodrum,LTFE,BJV,,37.25059890749999,27.6643009186
LTFG,medium_airport,Gazipaşa-Alanya Airport,92.0,AS,TR,TR-07,Gazipaşa,LTFG,GZP,,36.299217,32.300598
LTFH,medium_airport,Samsun-Çarşamba Airport,18.0,AS,TR,TR-55,Samsun,LTFH,SZF,,41.254501,36.567101
LTFJ,large_airport,Istanbul Sabiha Gökçen International Airport,312.0,AS,TR,TR-34,"Pendik, Istanbul",LTFJ,SAW,,40.898602,29.3092
LTFM,large_airport,İstanbul Airport,325.0,EU,TR,TR-34,"Arnavutköy, Istanbul",LTFM,IST,,41.261297,28.741951
LUBL,medium_airport,Bălți International Airport,758.0,EU,MD,MD-RS,Bălți,LUBL,BZY,,47.837666,27.781108
LUBM,medium_airport,Mărculeşti International Airport,312.0,EU,MD,MD-FR,Mărculeşti,LUBM,,,47.862701416015625,28.212799072265625
LUCH,medium_airport,Cahul International Airport,652.0,EU,MD,MD-CH,Cahul,LUCH,,,45.8438,28.2637
LUKK,medium_airport,Chişinău International Airport,399.0,EU,MD,MD-CU,Chişinău,LUKK,KIV,,46.92770004272461,28.930999755859375
LUTR,medium_airport,Tiraspol Airport,141.0,EU,MD,MD-SN,Tiraspol,LUTR,,,46.868099,29.590599
LWOH,medium_airport,Ohrid St. Paul the Apostle Airport,2313.0,EU,MK,MK-003,Ohrid,LWOH,OHD,,41.18,20.7423
LWSK,large_airport,Skopje International Airport,781.0,EU,MK,MK-004,Skopje,LWSK,SKP,,41.961601,21.621401
LXGB,medium_airport,Gibraltar Airport,12.0,EU,GI,GI-U-A,Gibraltar,LXGB,GIB,,36.151199,-5.34966
LY-BCQ,medium_airport,Brak Airport,1056.0,AF,LY,LY-SH,Brak,,BCQ,,27.653,14.272
LY88,medium_airport,Ponikve Airport,2966.0,EU,RS,RS-16,Užice,LYUZ,UZC,,43.898899,19.697701
LYBE,large_airport,Belgrade Nikola Tesla Airport,335.0,EU,RS,RS-00,Belgrade,LYBE,BEG,,44.818401,20.309099
LYBT,medium_airport,Batajnica Air Base,265.0,EU,RS,RS-07,Batajnica,LYBT,BJY,,44.935299,20.2575
LYKV,medium_airport,Morava Airport,686.0,EU,RS,RS-18,Kraljevo,LYKV,KVO,,43.818298,20.5872
LYNI,medium_airport,Nis Airport,648.0,EU,RS,RS-20,Nis,LYNI,INI,,43.337299,21.853701
LYPG,large_airport,Podgorica Airport / Podgorica Golubovci Airbase,141.0,EU,ME,ME-16,Podgorica,LYPG,TGD,,42.359402,19.2519
LYTV,medium_airport,Tivat Airport,20.0,EU,ME,ME-19,Tivat,LYTV,TIV,,42.404701232910156,18.72330093383789
LZG,medium_airport,Langzhong Gucheng Airport,1444.0,AS,CN,CN-51,Nanchong (Langzhong),,LZG,,31.50191,106.034417
LZIB,large_airport,M. R. Štefánik Airport,436.0,EU,SK,SK-BL,Bratislava,LZIB,BTS,,48.17020034790039,17.21269989013672
LZKZ,medium_airport,Košice Airport,755.0,EU,SK,SK-KI,Košice,LZKZ,KSC,,48.66310119628906,21.241100311279297
LZMC,medium_airport,Kuchyňa Air Base,679.0,EU,SK,SK-BL,Malacky,LZMC,,,48.402000427246094,17.11840057373047
LZPP,medium_airport,Piešťany Airport,545.0,EU,SK,SK-TA,Piešťany,LZPP,PZY,,48.62519836425781,17.828399658203125
LZSL,medium_airport,Sliač Airport,1043.0,EU,SK,SK-BC,Sliač,LZSL,SLD,,48.63779830932617,19.13409996032715
LZTT,medium_airport,Poprad-Tatry Airport,2356.0,EU,SK,SK-PV,Poprad,LZTT,TAT,,49.073601,20.2411
LZZI,medium_airport,Žilina Airport,1020.0,EU,SK,SK-ZI,Žilina,LZZI,ILZ,,49.231499,18.613501
MA-0003,medium_airport,Mahbes Airbase,1623.0,AF,MA,MA-U-A,,GMAR,,,27.726982,-9.237865
MBGT,medium_airport,JAGS McCartney International Airport,13.0,,TC,TC-GT,Cockburn Town,MBGT,GDT,,21.4445,-71.142303
MBNC,medium_airport,North Caicos Airport,10.0,,TC,TC-NC,North Caicos,MBNC,NCA,,21.916094,-71.942954
MBPV,large_airport,Providenciales International Airport,15.0,,TC,TC-PR,Providenciales,MBPV,PLS,,21.773697,-72.268321
MBSC,medium_airport,South Caicos Airport,6.0,,TC,TC-SC,South Caicos,MBSC,XSC,,21.515699,-71.528503
MDBH,medium_airport,Maria Montez International Airport,10.0,,DO,DO-04,Barahona,MDBH,BRX,,18.25149917602539,-71.12039947509766
MDCR,medium_airport,Cabo Rojo Airport,262.0,,DO,DO-16,Cabo Rojo,MDCR,CBJ,,17.929000854492188,-71.6447982788086
MDCY,medium_airport,Samaná El Catey International Airport,30.0,,DO,DO-20,Samana,MDCY,AZS,,19.269259,-69.737405
MDJB,medium_airport,La Isabela International Airport,98.0,,DO,DO-01,La Isabela,MDJB,JBQ,,18.572500228881836,-69.98560333251953
MDLR,medium_airport,Casa De Campo International Airport,240.0,,DO,DO-12,La Romana,MDLR,LRM,,18.450700759887695,-68.91179656982422
MDPC,large_airport,Punta Cana International Airport,47.0,,DO,DO-11,Punta Cana,MDPC,PUJ,,18.567399978599997,-68.36340332030001
MDPP,medium_airport,Gregorio Luperon International Airport,15.0,,DO,DO-18,Puerto Plata,MDPP,POP,,19.75790023803711,-70.56999969482422
MDSD,large_airport,Las Américas International Airport,59.0,,DO,DO-01,Santo Domingo,MDSD,SDQ,,18.42970085144,-69.668899536133
MDSI,medium_airport,San Isidro Air Base,111.0,,DO,DO-01,San Isidro,MDSI,,,18.503700256347656,-69.76170349121094
MDST,medium_airport,Cibao International Airport,565.0,,DO,DO-25,Santiago,MDST,STI,,19.406099319458008,-70.60469818115234
MGCB,medium_airport,Coban Airport,4339.0,,GT,GT-AV,Coban,MGCB,CBV,,15.469,-90.4067
MGGT,large_airport,La Aurora Airport,4952.0,,GT,GT-GU,Guatemala City,MGGT,GUA,,14.5833,-90.527496
MGPB,medium_airport,Puerto Barrios Airport,33.0,,GT,GT-IZ,Puerto Barrios,MGPB,PBR,,15.7309,-88.583801
MGRB,medium_airport,Rubelsanto Airport,426.0,,GT,GT-AV,Rubelsanto,MGRB,RUV,,15.991999626159668,-90.44529724121094
MGRT,medium_airport,Retalhuleu Airport,656.0,,GT,GT-RE,Retalhuleu,MGRT,RER,,14.521431,-91.697001
MGSJ,medium_airport,San José Airport,29.0,,GT,GT-ES,Puerto San José,MGSJ,GSJ,,13.936200141899999,-90.83580017090001
MGTK,medium_airport,Mundo Maya International Airport,427.0,,GT,GT-PE,San Benito,MGMM,FRS,,16.913799,-89.866402
MHLC,medium_airport,Goloson International Airport,39.0,,HN,HN-AT,La Ceiba,MHLC,LCE,,15.7425,-86.852997
MHLM,medium_airport,Ramón Villeda Morales International Airport,91.0,,HN,HN-CR,San Pedro Sula,MHLM,SAP,,15.4526,-87.923599
MHNJ,medium_airport,La Laguna Airport,49.0,,HN,HN-IB,Guanaja,MHNJ,GJA,,16.4454,-85.906601
MHRO,medium_airport,Juan Manuel Gálvez International Airport,39.0,,HN,HN-IB,Coxen Hole,MHRO,RTB,,16.316799,-86.523003
MHSC,medium_airport,Palmerola International Airport / José Enrique Soto Cano Air Base,2061.0,,HN,HN-CM,Palmerola,MHPR,XPL,,14.3824,-87.621201
MHTE,medium_airport,Tela Airport,7.0,,HN,HN-AT,Tela,MHTE,TEA,,15.7759,-87.4758
MHTG,medium_airport,Toncontín International Airport,3294.0,,HN,HN-FM,Tegucigalpa,MHTG,TGU,,14.0609,-87.217201
MHTJ,medium_airport,Trujillo Airport,3.0,,HN,HN-CL,Trujillo,MHTJ,TJI,,15.926599,-85.938573
MKBS,medium_airport,Ian Fleming International Airport,90.0,,JM,JM-05,Boscobel,MKBS,OCJ,,18.404079,-76.969754
MKJP,large_airport,Norman Manley International Airport,10.0,,JM,JM-01,Kingston,MKJP,KIN,,17.935699462890625,-76.7874984741211
MKJS,medium_airport,Sangster International Airport,4.0,,JM,JM-08,Montego Bay,MKJS,MBJ,,18.503700256347656,-77.91339874267578
MKKJ,medium_airport,Ken Jones Airport,20.0,,JM,JM-04,Ken Jones,MKKJ,POT,,18.1987991333,-76.53450012210001
MKTP,medium_airport,Tinson Pen Airport,16.0,,JM,JM-02,Tinson Pen,MKTP,KTP,,17.98859977722168,-76.82379913330078
MMAA,large_airport,Aeropuerto Internacional Juan N. Álvarez,16.0,,MX,MX-GRO,Ciudad de Acapulco,MMAA,ACA,,16.762118,-99.755473
MMAN,medium_airport,Del Norte International Airport,1476.0,,MX,MX-NLE,Monterrey,MMAN,NTR,ADN,25.865601,-100.237
MMAS,medium_airport,Governor Jesús Terán Peredo International Airport,6112.0,,MX,MX-AGU,Aguascalientes,MMAS,AGU,,21.699589,-102.318372
MMBT,medium_airport,Bahías de Huatulco International Airport,464.0,,MX,MX-OAX,Huatulco,MMBT,HUX,HU1,15.775611,-96.26079
MMCB,medium_airport,Cuernavaca - General Mariano Matamoros Airport,4277.0,,MX,MX-MOR,Temixco,MMCB,CVJ,,18.834801,-99.261299
MMCE,medium_airport,Ciudad del Carmen International Airport,10.0,,MX,MX-CAM,Ciudad del Carmen,MMCE,CME,,18.65369987487793,-91.79900360107422
MMCL,medium_airport,Bachigualato Federal International Airport,108.0,,MX,MX-SIN,Culiacán,MMCL,CUL,,24.76504,-107.475228
MMCM,medium_airport,Chetumal International Airport,39.0,,MX,MX-ROO,Chetumal,MMCM,CTM,,18.50469970703125,-88.32679748535156
MMCN,medium_airport,Ciudad Obregón International Airport,243.0,,MX,MX-SON,Ciudad Obregón,MMCN,CEN,,27.39259910583496,-109.83300018310547
MMCP,medium_airport,Ingeniero Alberto Acuña Ongay International Airport,34.0,,MX,MX-CAM,Campeche,MMCP,CPE,,19.816799163800003,-90.5002975464
MMCS,medium_airport,Abraham González International Airport,3904.0,,MX,MX-CHH,Ciudad Juárez,MMCS,CJS,,31.63610076904297,-106.42900085449219
MMCT,medium_airport,Chichen Itza International Airport,102.0,,MX,MX-YUC,Chichen Itza,MMCT,CZA,,20.6413002014,-88.4461975098
MMCU,medium_airport,General Roberto Fierro Villalobos International Airport,4462.0,,MX,MX-CHH,Chihuahua,MMCU,CUU,,28.702899932900003,-105.964996338
MMCV,medium_airport,General Pedro Jose Mendez International Airport,761.0,,MX,MX-TAM,Ciudad Victoria,MMCV,CVM,,23.7033004761,-98.9564971924
MMCY,medium_airport,Captain Rogelio Castillo National Airport,5709.0,,MX,MX-GUA,Celaya,MMCY,CYW,CYA,20.546,-100.887001
MMCZ,large_airport,Aeropuerto Internacional de Cozumel,15.0,,MX,MX-ROO,Ciudad de Cozumel,MMCZ,CZM,,20.511425,-86.930287
MMDA,medium_airport,Ciudad Constitución National Airport,213.0,,MX,MX-BCS,Comondú,MMDA,CUA,CCB,25.053801,-111.614998
MMDO,large_airport,"Aeropuerto Internacional Gral, Guadalupe Victoria",6104.0,,MX,MX-DUR,Ciudad de Durango,MMDO,DGO,,24.125908,-104.533904
MMEP,medium_airport,Amado Nervo National Airport,3020.0,,MX,MX-NAY,Tepic,MMEP,TPQ,TNY,21.419833,-104.842472
MMGL,large_airport,Aeropuerto Internacional Miguel Hidalgo,5016.0,,MX,MX-JAL,Ciudad de Tlajomulco de Zúñiga,MMGL,GDL,,20.52504,-103.301557
MMGM,medium_airport,General José María Yáñez International Airport,59.0,,MX,MX-SON,Guaymas,MMGM,GYM,,27.9689998626709,-110.92500305175781
MMHO,large_airport,General Ignacio P. Garcia International Airport,627.0,,MX,MX-SON,Hermosillo,MMHO,HMO,,29.095899581900003,-111.047996521
MMIA,medium_airport,Licenciado Miguel de la Madrid Airport,2467.0,,MX,MX-COL,Colima,MMIA,CLQ,COL,19.277,-103.577002
MMIO,medium_airport,Plan De Guadalupe International Airport,4778.0,,MX,MX-COA,Saltillo,MMIO,SLW,,25.54949951171875,-100.92900085449219
MMIT,medium_airport,Ixtepec Airport,164.0,,MX,MX-OAX,Ixtepec,MMIT,IZT,,16.449301,-95.093697
MMJA,medium_airport,El Lencero Airport,3127.0,,MX,MX-VER,Xalapa,MMJA,JAL,,19.4750995636,-96.7975006104
MMLC,medium_airport,Lázaro Cárdenas Airport,39.0,,MX,MX-MIC,Lázaro Cárdenas,MMLC,LZC,,18.0016994476,-102.221000671
MMLM,medium_airport,Valle del Fuerte International Airport,16.0,,MX,MX-SIN,Los Mochis,MMLM,LMM,,25.685447,-109.081055
MMLO,large_airport,Aeropuerto Internacional Del Bajío,5956.0,,MX,MX-GUA,Ciudad de Silao,MMLO,BJX,BJ1,20.985813,-101.478825
MMLP,medium_airport,Manuel Márquez de León International Airport,69.0,,MX,MX-BCS,La Paz,MMLP,LAP,,24.072700500499998,-110.361999512
MMLT,medium_airport,Loreto International Airport,34.0,,MX,MX-BCS,Loreto,MMLT,LTO,,25.989200592041016,-111.3479995727539
MMMA,medium_airport,General Servando Canales International Airport,25.0,,MX,MX-TAM,Matamoros,MMMA,MAM,,25.7698993683,-97.5252990723
MMMD,large_airport,Aeropuerto Internacional Manuel Crescencio Rejón,38.0,,MX,MX-YUC,Ciudad de Mérida,MMMD,MID,,20.933384,-89.662621
MMML,medium_airport,General Rodolfo Sánchez Taboada International Airport,74.0,,MX,MX-BCN,Mexicali,MMML,MXL,M1L,32.6306,-115.241997
MMMM,medium_airport,General Francisco J. Mujica International Airport,6033.0,,MX,MX-MIC,Morelia,MMMM,MLM,,19.849899,-101.025002
MMMT,medium_airport,Minatitlán/Coatzacoalcos International Airport,36.0,,MX,MX-VER,Cosoleacaque,MMMT,MTT,,18.103399,-94.580704
MMMV,medium_airport,Monclova International Airport,1864.0,,MX,MX-COA,,MMMV,LOV,MOV,26.9557,-101.470001
MMMX,large_airport,Aeropuerto Internacional Lic. Benito Juárez,7316.0,,MX,MX-DIF,Ciudad de México,MMMX,MEX,ME1,19.435433,-99.082432
MMMY,large_airport,Aeropuerto Internacional Gral. Mariano Escobedo,1278.0,,MX,MX-NLE,Ciudad de Apodaca,MMMY,MTY,,25.778561,-100.113602
MMMZ,large_airport,Aeropuerto Internacional Gral. Rafael Buelna,38.0,,MX,MX-SIN,Ciudad de Mazatlàn,MMMZ,MZT,,23.166689,-106.270151
MMNL,medium_airport,Quetzalcóatl International Airport,484.0,,MX,MX-TAM,Nuevo Laredo,MMNL,NLD,,27.443899,-99.570503
MMOX,medium_airport,Xoxocotlán International Airport,4989.0,,MX,MX-OAX,Oaxaca,MMOX,OAX,,16.9999008179,-96.726600647
MMPA,medium_airport,El Tajín National Airport,497.0,,MX,MX-VER,Poza Rica,MMPA,PAZ,,20.6026992798,-97.46080017090001
MMPB,medium_airport,Hermanos Serdán International Airport,7361.0,,MX,MX-PUE,Puebla,MMPB,PBC,,19.1581001282,-98.3713989258
MMPG,medium_airport,Piedras Negras International Airport,901.0,,MX,MX-COA,Piedras Negras,MMPG,PDS,PNG,28.627873,-100.53524
MMPN,medium_airport,Uruapan - Licenciado y General Ignacio Lopez Rayon International Airport,5258.0,,MX,MX-MIC,Uruapan,MMPN,UPN,,19.3967,-102.039001
MMPR,large_airport,Aeropuerto Internacional Lic. Gustavo Díaz Ordaz,23.0,,MX,MX-JAL,Ciudad de Puerto Vallarta,MMPR,PVR,,20.679746,-105.246685
MMPS,medium_airport,Puerto Escondido International Airport,294.0,,MX,MX-OAX,Puerto Escondido,MMPS,PXM,P1M,15.8769,-97.089103
MMQT,medium_airport,Querétaro Intercontinental Airport,6296.0,,MX,MX-QUE,Querétaro,MMQT,QRO,QET,20.6173,-100.185997
MMRX,medium_airport,General Lucio Blanco International Airport,139.0,,MX,MX-TAM,Reynosa,MMRX,REX,REI,26.0089,-98.2285
MMSD,large_airport,Aeropuerto Internacional de Los Cabos,374.0,,MX,MX-BCS,Ciudad de San José del Cabo,MMSD,SJD,,23.15642,-109.716811
MMSL,medium_airport,Cabo San Lucas International Airport,459.0,,MX,MX-BCS,Cabo San Lucas,MMSL,CSL,CSL,22.948211,-109.938155
MMSM,large_airport,General Felipe Ángeles International Airport,7369.0,,MX,MX-MEX,Mexico City,MMSM,NLU,SLM,19.7458,-99.0145
MMSP,medium_airport,Ponciano Arriaga International Airport,6035.0,,MX,MX-SLP,San Luis Potosí,MMSP,SLP,,22.254299163800003,-100.930999756
MMTB,medium_airport,Terán Air Base,1909.0,,MX,MX-CHP,Tuxtla Gutiérrez,MMTB,,TGM,16.739901,-93.173301
MMTC,medium_airport,Francisco Sarabia Tinoco International Airport,3688.0,,MX,MX-COA,Torreón,MMTC,TRC,,25.5683,-103.411003
MMTG,medium_airport,Angel Albino Corzo International Airport,1499.0,,MX,MX-CHP,Tuxtla Gutiérrez,MMTG,TGZ,TGZ,16.5636005402,-93.02249908450001
MMTJ,large_airport,Aeropuerto Internacional Gral. Abelardo Rodriguez,489.0,,MX,MX-BCN,Ciudad de Tijuana,MMTJ,TIJ,,32.545963,-116.975856
MMTM,medium_airport,General Francisco Javier Mina International Airport,80.0,,MX,MX-TAM,Tampico,MMTM,TAM,,22.2964000702,-97.8658981323
MMTO,large_airport,Aeropuerto Internacional Adolfo López Mateos,8466.0,,MX,MX-MEX,Ciudad de Toluca,MMTO,TLC,,19.338196,-99.570358
MMTP,medium_airport,Tapachula International Airport,97.0,,MX,MX-CHP,Tapachula,MMTP,TAP,,14.7943000793,-92.3700027466
MMUN,large_airport,Aeropuerto Internacional de Cancún,22.0,,MX,MX-ROO,Ciudad de Cancún,MMUN,CUN,,21.039444,-86.874304
